"state","state_first_infection","country","level1_name","n"
"Rhode Island",2022-07-06,"United States of America","Colorado",15
"Rhode Island",2022-07-06,"United States of America","Connecticut",4
"Rhode Island",2022-07-06,"United States of America","Delaware",7
"Rhode Island",2022-07-06,"United States of America","Georgia",2
"Rhode Island",2022-07-06,"United States of America","Idaho",41
"Rhode Island",2022-07-06,"United States of America","Illinois",6
"Rhode Island",2022-07-06,"United States of America","Indiana",4
"Rhode Island",2022-07-06,"United States of America","Iowa",13
"Rhode Island",2022-07-06,"United States of America","Kansas",13
"Rhode Island",2022-07-06,"United States of America","Maine",31
"Rhode Island",2022-07-06,"United States of America","Maryland",4
"Rhode Island",2022-07-06,"United States of America","Massachusetts",3
"Rhode Island",2022-07-06,"United States of America","Michigan",19
"Rhode Island",2022-07-06,"United States of America","Minnesota",167
"Rhode Island",2022-07-06,"United States of America","Missouri",11
"Rhode Island",2022-07-06,"United States of America","Montana",10
"Rhode Island",2022-07-06,"United States of America","Nebraska",10
"Rhode Island",2022-07-06,"United States of America","Nevada",1
"Rhode Island",2022-07-06,"United States of America","New Hampshire",3
"Rhode Island",2022-07-06,"United States of America","New Jersey",2
"Rhode Island",2022-07-06,"United States of America","New York",22
"Rhode Island",2022-07-06,"United States of America","North Carolina",2
"Rhode Island",2022-07-06,"United States of America","North Dakota",21
"Rhode Island",2022-07-06,"United States of America","Ohio",2
"Rhode Island",2022-07-06,"United States of America","Oregon",5
"Rhode Island",2022-07-06,"United States of America","Pennsylvania",16
"Rhode Island",2022-07-06,"United States of America","South Dakota",18
"Rhode Island",2022-07-06,"United States of America","Utah",6
"Rhode Island",2022-07-06,"United States of America","Vermont",1
"Rhode Island",2022-07-06,"United States of America","Washington",34
"Rhode Island",2022-07-06,"United States of America","Wisconsin",31
"Rhode Island",2022-07-06,"United States of America","Wyoming",16
"South Carolina",2021-12-30,"Canada","Newfoundland and Labrador",20
"South Dakota",2022-03-03,"Canada","New Brunswick",18
"South Dakota",2022-03-03,"Canada","Newfoundland and Labrador",20
"South Dakota",2022-03-03,"Canada","Nova Scotia",37
"South Dakota",2022-03-03,"Canada","Prince Edward Island",24
"South Dakota",2022-03-03,"United States of America","Alabama",1
"South Dakota",2022-03-03,"United States of America","Connecticut",5
"South Dakota",2022-03-03,"United States of America","Delaware",4
"South Dakota",2022-03-03,"United States of America","Florida",1
"South Dakota",2022-03-03,"United States of America","Indiana",12
"South Dakota",2022-03-03,"United States of America","Iowa",2
"South Dakota",2022-03-03,"United States of America","Kentucky",5
"South Dakota",2022-03-03,"United States of America","Maine",5
"South Dakota",2022-03-03,"United States of America","Maryland",1
"South Dakota",2022-03-03,"United States of America","Michigan",2
"South Dakota",2022-03-03,"United States of America","Missouri",2
"South Dakota",2022-03-03,"United States of America","New Hampshire",1
"South Dakota",2022-03-03,"United States of America","New Jersey",1
"South Dakota",2022-03-03,"United States of America","New York",8
"South Dakota",2022-03-03,"United States of America","North Carolina",8
"South Dakota",2022-03-03,"United States of America","Virginia",3
"Tennessee",2022-03-01,"Canada","New Brunswick",18
"Tennessee",2022-03-01,"Canada","Newfoundland and Labrador",20
"Tennessee",2022-03-01,"Canada","Nova Scotia",37
"Tennessee",2022-03-01,"Canada","Prince Edward Island",24
"Tennessee",2022-03-01,"United States of America","Alabama",1
"Tennessee",2022-03-01,"United States of America","Connecticut",5
"Tennessee",2022-03-01,"United States of America","Delaware",4
"Tennessee",2022-03-01,"United States of America","Florida",1
"Tennessee",2022-03-01,"United States of America","Indiana",12
"Tennessee",2022-03-01,"United States of America","Iowa",2
"Tennessee",2022-03-01,"United States of America","Kentucky",5
"Tennessee",2022-03-01,"United States of America","Maine",5
"Tennessee",2022-03-01,"United States of America","Maryland",1
"Tennessee",2022-03-01,"United States of America","Michigan",2
"Tennessee",2022-03-01,"United States of America","New Hampshire",1
"Tennessee",2022-03-01,"United States of America","New Jersey",1
"Tennessee",2022-03-01,"United States of America","New York",7
"Tennessee",2022-03-01,"United States of America","North Carolina",8
"Tennessee",2022-03-01,"United States of America","Virginia",3
"Texas",2022-03-18,"Canada","New Brunswick",53
"Texas",2022-03-18,"Canada","Newfoundland and Labrador",3
"Texas",2022-03-18,"Canada","Nova Scotia",25
"Texas",2022-03-18,"Canada","Ontario",12
"Texas",2022-03-18,"Canada","Prince Edward Island",24
"Texas",2022-03-18,"United States of America","Alabama",1
"Texas",2022-03-18,"United States of America","Connecticut",5
"Texas",2022-03-18,"United States of America","Delaware",6
"Texas",2022-03-18,"United States of America","Florida",4
"Texas",2022-03-18,"United States of America","Illinois",3
"Texas",2022-03-18,"United States of America","Indiana",15
"Texas",2022-03-18,"United States of America","Iowa",8
"Texas",2022-03-18,"United States of America","Kansas",8
"Texas",2022-03-18,"United States of America","Kentucky",5
"Texas",2022-03-18,"United States of America","Maine",12
"Texas",2022-03-18,"United States of America","Maryland",9
"Texas",2022-03-18,"United States of America","Massachusetts",1
"Texas",2022-03-18,"United States of America","Michigan",3
"Texas",2022-03-18,"United States of America","Missouri",12
"Texas",2022-03-18,"United States of America","Nebraska",3
"Texas",2022-03-18,"United States of America","New Hampshire",4
"Texas",2022-03-18,"United States of America","New Jersey",1
"Texas",2022-03-18,"United States of America","New York",8
"Texas",2022-03-18,"United States of America","North Carolina",10
"Texas",2022-03-18,"United States of America","Ohio",2
"Texas",2022-03-18,"United States of America","South Dakota",5
"Texas",2022-03-18,"United States of America","Tennessee",1
"Texas",2022-03-18,"United States of America","Virginia",3
"Texas",2022-03-18,"United States of America","Wisconsin",3
"Utah",2022-04-11,"Canada","Alberta",62
"Utah",2022-04-11,"Canada","British Columbia",7
"Utah",2022-04-11,"Canada","New Brunswick",43
"Utah",2022-04-11,"Canada","Nova Scotia",30
"Utah",2022-04-11,"Canada","Ontario",65
"Utah",2022-04-11,"Canada","Prince Edward Island",24
"Utah",2022-04-11,"Canada","Québec",87
"Utah",2022-04-11,"Canada","Saskatchewan",53
"Utah",2022-04-11,"United States of America","Alabama",1
"Utah",2022-04-11,"United States of America","Colorado",3
"Utah",2022-04-11,"United States of America","Connecticut",5
"Utah",2022-04-11,"United States of America","Delaware",8
"Utah",2022-04-11,"United States of America","Florida",11
"Utah",2022-04-11,"United States of America","Idaho",1
"Utah",2022-04-11,"United States of America","Illinois",5
"Utah",2022-04-11,"United States of America","Indiana",17
"Utah",2022-04-11,"United States of America","Iowa",38
"Utah",2022-04-11,"United States of America","Kansas",11
"Utah",2022-04-11,"United States of America","Kentucky",5
"Utah",2022-04-11,"United States of America","Maine",27
"Utah",2022-04-11,"United States of America","Maryland",12
"Utah",2022-04-11,"United States of America","Massachusetts",5
"Utah",2022-04-11,"United States of America","Michigan",9
"Utah",2022-04-11,"United States of America","Minnesota",74
"Utah",2022-04-11,"United States of America","Missouri",22
"Utah",2022-04-11,"United States of America","Montana",7
"Utah",2022-04-11,"United States of America","Nebraska",12
"Utah",2022-04-11,"United States of America","New Hampshire",5
"Utah",2022-04-11,"United States of America","New Jersey",1
"Utah",2022-04-11,"United States of America","New York",27
"Utah",2022-04-11,"United States of America","North Carolina",26
"Utah",2022-04-11,"United States of America","North Dakota",19
"Utah",2022-04-11,"United States of America","Ohio",4
"Utah",2022-04-11,"United States of America","Pennsylvania",1
"Utah",2022-04-11,"United States of America","South Dakota",92
"Utah",2022-04-11,"United States of America","Tennessee",1
"Utah",2022-04-11,"United States of America","Texas",3
"Utah",2022-04-11,"United States of America","Vermont",1
"Utah",2022-04-11,"United States of America","Virginia",3
"Utah",2022-04-11,"United States of America","Wisconsin",10
"Utah",2022-04-11,"United States of America","Wyoming",11
"Vermont",2022-04-07,"Canada","New Brunswick",43
"Vermont",2022-04-07,"Canada","Newfoundland and Labrador",3
"Vermont",2022-04-07,"Canada","Nova Scotia",30
"Vermont",2022-04-07,"Canada","Ontario",60
"Vermont",2022-04-07,"Canada","Prince Edward Island",24
"Vermont",2022-04-07,"Canada","Québec",16
"Vermont",2022-04-07,"Canada","Saskatchewan",57
"Vermont",2022-04-07,"United States of America","Alabama",1
"Vermont",2022-04-07,"United States of America","Colorado",3
"Vermont",2022-04-07,"United States of America","Connecticut",5
"Vermont",2022-04-07,"United States of America","Delaware",8
"Vermont",2022-04-07,"United States of America","Florida",11
"Vermont",2022-04-07,"United States of America","Idaho",1
"Vermont",2022-04-07,"United States of America","Illinois",5
"Vermont",2022-04-07,"United States of America","Indiana",17
"Vermont",2022-04-07,"United States of America","Iowa",36
"Vermont",2022-04-07,"United States of America","Kansas",11
"Vermont",2022-04-07,"United States of America","Kentucky",5
"Vermont",2022-04-07,"United States of America","Maine",27
"Vermont",2022-04-07,"United States of America","Maryland",12
"Vermont",2022-04-07,"United States of America","Massachusetts",5
"Vermont",2022-04-07,"United States of America","Michigan",7
"Vermont",2022-04-07,"United States of America","Minnesota",49
"Vermont",2022-04-07,"United States of America","Missouri",22
"Vermont",2022-04-07,"United States of America","Montana",4
"Vermont",2022-04-07,"United States of America","Nebraska",12
"Vermont",2022-04-07,"United States of America","New Hampshire",5
"Vermont",2022-04-07,"United States of America","New Jersey",1
"Vermont",2022-04-07,"United States of America","New York",26
"Vermont",2022-04-07,"United States of America","North Carolina",20
"Vermont",2022-04-07,"United States of America","North Dakota",14
"Vermont",2022-04-07,"United States of America","Ohio",4
"Vermont",2022-04-07,"United States of America","Pennsylvania",1
"Vermont",2022-04-07,"United States of America","South Dakota",79
"Vermont",2022-04-07,"United States of America","Tennessee",1
"Vermont",2022-04-07,"United States of America","Texas",3
"Vermont",2022-04-07,"United States of America","Virginia",3
"Vermont",2022-04-07,"United States of America","Wisconsin",10
"Vermont",2022-04-07,"United States of America","Wyoming",10
"Virginia",2022-02-01,"Canada","Newfoundland and Labrador",22
"Virginia",2022-02-01,"Canada","Nova Scotia",31
"Virginia",2022-02-01,"Canada","Prince Edward Island",15
"Virginia",2022-02-01,"United States of America","North Carolina",6
"Washington",2022-04-25,"Canada","Alberta",118
"Washington",2022-04-25,"Canada","British Columbia",14
"Washington",2022-04-25,"Canada","Manitoba",46
"Washington",2022-04-25,"Canada","New Brunswick",47
"Washington",2022-04-25,"Canada","Nova Scotia",30
"Washington",2022-04-25,"Canada","Ontario",75
"Washington",2022-04-25,"Canada","Prince Edward Island",24
"Washington",2022-04-25,"Canada","Québec",106
"Washington",2022-04-25,"Canada","Saskatchewan",74
"Washington",2022-04-25,"United Kingdom","England",234
"Washington",2022-04-25,"United Kingdom","Scotland",186
"Washington",2022-04-25,"United Kingdom","Wales",5
"Washington",2022-04-25,"United States of America","Alabama",1
"Washington",2022-04-25,"United States of America","Colorado",7
"Washington",2022-04-25,"United States of America","Connecticut",5
"Washington",2022-04-25,"United States of America","Delaware",8
"Washington",2022-04-25,"United States of America","Florida",13
"Washington",2022-04-25,"United States of America","Idaho",6
"Washington",2022-04-25,"United States of America","Illinois",7
"Washington",2022-04-25,"United States of America","Indiana",18
"Washington",2022-04-25,"United States of America","Iowa",41
"Washington",2022-04-25,"United States of America","Kansas",13
"Washington",2022-04-25,"United States of America","Kentucky",5
"Washington",2022-04-25,"United States of America","Maine",27
"Washington",2022-04-25,"United States of America","Maryland",12
"Washington",2022-04-25,"United States of America","Massachusetts",5
"Washington",2022-04-25,"United States of America","Michigan",16
"Washington",2022-04-25,"United States of America","Minnesota",147
"Washington",2022-04-25,"United States of America","Missouri",22
"Washington",2022-04-25,"United States of America","Montana",12
"Washington",2022-04-25,"United States of America","Nebraska",19
"Washington",2022-04-25,"United States of America","New Hampshire",5
"Washington",2022-04-25,"United States of America","New Jersey",1
"Washington",2022-04-25,"United States of America","New York",30
"Washington",2022-04-25,"United States of America","North Carolina",28
"Washington",2022-04-25,"United States of America","North Dakota",28
"Washington",2022-04-25,"United States of America","Ohio",4
"Washington",2022-04-25,"United States of America","Pennsylvania",9
"Washington",2022-04-25,"United States of America","South Dakota",91
"Washington",2022-04-25,"United States of America","Tennessee",1
"Washington",2022-04-25,"United States of America","Texas",3
"Washington",2022-04-25,"United States of America","Utah",5
"Washington",2022-04-25,"United States of America","Vermont",3
"Washington",2022-04-25,"United States of America","Virginia",3
"Washington",2022-04-25,"United States of America","Wisconsin",31
"Washington",2022-04-25,"United States of America","Wyoming",13
"West Virginia",2022-12-16,"Canada","Alberta",58
"West Virginia",2022-12-16,"Canada","British Columbia",41
"West Virginia",2022-12-16,"Canada","Manitoba",22
"West Virginia",2022-12-16,"Canada","New Brunswick",5
"West Virginia",2022-12-16,"Canada","Newfoundland and Labrador",13
"West Virginia",2022-12-16,"Canada","Nova Scotia",6
"West Virginia",2022-12-16,"Canada","Ontario",50
"West Virginia",2022-12-16,"Canada","Prince Edward Island",6
"West Virginia",2022-12-16,"Canada","Québec",37
"West Virginia",2022-12-16,"Canada","Saskatchewan",27
"West Virginia",2022-12-16,"Canada","Yukon",1
"West Virginia",2022-12-16,"Mexico","Chiapas",2
"West Virginia",2022-12-16,"Mexico","Chihuahua",2
"West Virginia",2022-12-16,"Mexico","Jalisco",12
"West Virginia",2022-12-16,"Mexico","México",2
"West Virginia",2022-12-16,"Mexico","Oaxaca",2
"West Virginia",2022-12-16,"Mexico","Puebla",1
"West Virginia",2022-12-16,"Mexico","Sonora",10
"West Virginia",2022-12-16,"Mexico","Tamaulipas",3
"West Virginia",2022-12-16,"Mexico","Yucatán",19
"West Virginia",2022-12-16,"United States of America","Alabama",3
"West Virginia",2022-12-16,"United States of America","Alaska",12
"West Virginia",2022-12-16,"United States of America","Arizona",5
"West Virginia",2022-12-16,"United States of America","Arkansas",6
"West Virginia",2022-12-16,"United States of America","California",38
"West Virginia",2022-12-16,"United States of America","Colorado",22
"West Virginia",2022-12-16,"United States of America","Connecticut",3
"West Virginia",2022-12-16,"United States of America","Delaware",5
"West Virginia",2022-12-16,"United States of America","District of Columbia",1
"West Virginia",2022-12-16,"United States of America","Florida",31
"West Virginia",2022-12-16,"United States of America","Georgia",1
"West Virginia",2022-12-16,"United States of America","Idaho",8
"West Virginia",2022-12-16,"United States of America","Illinois",2
"West Virginia",2022-12-16,"United States of America","Indiana",2
"West Virginia",2022-12-16,"United States of America","Iowa",13
"West Virginia",2022-12-16,"United States of America","Kansas",4
"West Virginia",2022-12-16,"United States of America","Kentucky",2
"West Virginia",2022-12-16,"United States of America","Louisiana",2
"West Virginia",2022-12-16,"United States of America","Maine",12
"West Virginia",2022-12-16,"United States of America","Maryland",2
"West Virginia",2022-12-16,"United States of America","Massachusetts",3
"West Virginia",2022-12-16,"United States of America","Michigan",8
"West Virginia",2022-12-16,"United States of America","Minnesota",22
"West Virginia",2022-12-16,"United States of America","Mississippi",3
"West Virginia",2022-12-16,"United States of America","Missouri",9
"West Virginia",2022-12-16,"United States of America","Montana",9
"West Virginia",2022-12-16,"United States of America","Nebraska",12
"West Virginia",2022-12-16,"United States of America","Nevada",3
"West Virginia",2022-12-16,"United States of America","New Hampshire",1
"West Virginia",2022-12-16,"United States of America","New Jersey",3
"West Virginia",2022-12-16,"United States of America","New Mexico",2
"West Virginia",2022-12-16,"United States of America","New York",14
"West Virginia",2022-12-16,"United States of America","North Carolina",7
"West Virginia",2022-12-16,"United States of America","North Dakota",7
"West Virginia",2022-12-16,"United States of America","Ohio",10
"West Virginia",2022-12-16,"United States of America","Oklahoma",5
"West Virginia",2022-12-16,"United States of America","Oregon",29
"West Virginia",2022-12-16,"United States of America","Pennsylvania",24
"West Virginia",2022-12-16,"United States of America","Rhode Island",3
"West Virginia",2022-12-16,"United States of America","South Carolina",1
"West Virginia",2022-12-16,"United States of America","South Dakota",51
"West Virginia",2022-12-16,"United States of America","Tennessee",6
"West Virginia",2022-12-16,"United States of America","Texas",8
"West Virginia",2022-12-16,"United States of America","Utah",24
"West Virginia",2022-12-16,"United States of America","Vermont",3
"West Virginia",2022-12-16,"United States of America","Virginia",7
"West Virginia",2022-12-16,"United States of America","Washington",15
"West Virginia",2022-12-16,"United States of America","Wisconsin",14
"West Virginia",2022-12-16,"United States of America","Wyoming",3
"Wisconsin",2022-03-13,"Canada","New Brunswick",53
"Wisconsin",2022-03-13,"Canada","Newfoundland and Labrador",20
"Wisconsin",2022-03-13,"Canada","Nova Scotia",27
"Wisconsin",2022-03-13,"Canada","Prince Edward Island",24
"Wisconsin",2022-03-13,"United States of America","Alabama",1
"Wisconsin",2022-03-13,"United States of America","Connecticut",5
"Wisconsin",2022-03-13,"United States of America","Delaware",6
"Wisconsin",2022-03-13,"United States of America","Florida",2
"Wisconsin",2022-03-13,"United States of America","Illinois",3
"Wisconsin",2022-03-13,"United States of America","Indiana",15
"Wisconsin",2022-03-13,"United States of America","Iowa",7
"Wisconsin",2022-03-13,"United States of America","Kansas",2
"Wisconsin",2022-03-13,"United States of America","Kentucky",5
"Wisconsin",2022-03-13,"United States of America","Maine",10
"Wisconsin",2022-03-13,"United States of America","Maryland",9
"Wisconsin",2022-03-13,"United States of America","Massachusetts",1
"Wisconsin",2022-03-13,"United States of America","Michigan",3
"Wisconsin",2022-03-13,"United States of America","Missouri",9
"Wisconsin",2022-03-13,"United States of America","Nebraska",3
"Wisconsin",2022-03-13,"United States of America","New Hampshire",1
"Wisconsin",2022-03-13,"United States of America","New Jersey",1
"Wisconsin",2022-03-13,"United States of America","New York",8
"Wisconsin",2022-03-13,"United States of America","North Carolina",10
"Wisconsin",2022-03-13,"United States of America","Ohio",1
"Wisconsin",2022-03-13,"United States of America","South Dakota",2
"Wisconsin",2022-03-13,"United States of America","Tennessee",1
"Wisconsin",2022-03-13,"United States of America","Virginia",3
"Wyoming",2022-03-25,"Canada","New Brunswick",43
"Wyoming",2022-03-25,"Canada","Newfoundland and Labrador",3
"Wyoming",2022-03-25,"Canada","Nova Scotia",52
"Wyoming",2022-03-25,"Canada","Ontario",19
"Wyoming",2022-03-25,"Canada","Prince Edward Island",24
"Wyoming",2022-03-25,"Canada","Québec",10
"Wyoming",2022-03-25,"United States of America","Alabama",1
"Wyoming",2022-03-25,"United States of America","Connecticut",5
"Wyoming",2022-03-25,"United States of America","Delaware",8
"Wyoming",2022-03-25,"United States of America","Florida",8
"Wyoming",2022-03-25,"United States of America","Illinois",3
"Wyoming",2022-03-25,"United States of America","Indiana",15
"Wyoming",2022-03-25,"United States of America","Iowa",14
"Wyoming",2022-03-25,"United States of America","Kansas",11
"Wyoming",2022-03-25,"United States of America","Kentucky",5
"Wyoming",2022-03-25,"United States of America","Maine",23
"Wyoming",2022-03-25,"United States of America","Maryland",12
"Wyoming",2022-03-25,"United States of America","Massachusetts",5
"Wyoming",2022-03-25,"United States of America","Michigan",6
"Wyoming",2022-03-25,"United States of America","Missouri",12
"Wyoming",2022-03-25,"United States of America","Nebraska",5
"Wyoming",2022-03-25,"United States of America","New Hampshire",5
"Wyoming",2022-03-25,"United States of America","New Jersey",1
"Wyoming",2022-03-25,"United States of America","New York",12
"Wyoming",2022-03-25,"United States of America","North Carolina",10
"Wyoming",2022-03-25,"United States of America","Ohio",2
"Wyoming",2022-03-25,"United States of America","South Dakota",21
"Wyoming",2022-03-25,"United States of America","Tennessee",1
"Wyoming",2022-03-25,"United States of America","Texas",3
"Wyoming",2022-03-25,"United States of America","Virginia",3
"Wyoming",2022-03-25,"United States of America","Wisconsin",3
